oid,label
ZTF17aaaaikr,0
ZTF17aaaajtn,0
ZTF17aablpvo,1
ZTF17aaccmto,1
ZTF17aaaajrr,0
ZTF17aaaaaid,0
ZTF17aaaafdd,0
ZTF17aaaahfo,0
ZTF17aaaagpq,0
ZTF18aakpggd,1
ZTF17aacadvs,1
ZTF17aabaouj,1
ZTF18aazbsdq,1
ZTF17aaccrna,1
ZTF17aacriqs,1
ZTF17aacsjrg,1
ZTF17aacjzzk,1
ZTF18abacyvh,1
ZTF17aabwhpv,1
ZTF17aaaabpo,0
ZTF18aajvovq,1
ZTF17aaaaads,0
ZTF17aaaajgf,0
ZTF17aacqgys,1
ZTF17aabagxd,1
ZTF17aaaaawu,0
ZTF17aaaaabh,0
ZTF17aaaabmi,0
ZTF17aaaacbn,0
ZTF17aaaajmq,0
ZTF17aaaacnw,0
ZTF17aabikef,1
ZTF18aaaqbhp,1
ZTF18aaymwrl,1
ZTF18abacwnt,1
ZTF17aacqeuc,1
ZTF18aazrkgi,1
ZTF18aaqjvip,1
ZTF17aaaajrs,0
ZTF17aacrazy,1
ZTF17aaaadjv,0
ZTF18aauqdyb,1
ZTF18aamsxfh,1
ZTF17aaaaapc,0
ZTF17aaaafax,0
ZTF17aaaagxd,0
ZTF18aaqhurj,1
ZTF17aaaagto,0
ZTF17aacrdxc,1
ZTF18aazdobx,1
ZTF18aaxyrus,1
ZTF17aaaahae,0
ZTF17aacrihc,1
ZTF18aamvaeo,1
ZTF17aaaahgo,0
ZTF18aaxavqw,1
ZTF18aavynfd,1
ZTF17aaaaejv,0
ZTF17aaaaiex,0
ZTF18aaxbaes,1
ZTF18aakydmd,1
ZTF17aaaahzx,0
ZTF17aacsobk,1
ZTF17aacrjkb,1
ZTF17aaaahxw,0
ZTF18aapjmhw,1
ZTF17aaaaggv,0
ZTF17aaaajjk,0
ZTF18aasywuv,1
ZTF18aaqclsd,1
ZTF18aazceet,1
ZTF18aavroug,1
ZTF17aaaafyx,0
ZTF18aalqsqy,1
ZTF17aacrbqk,1
ZTF17aaaahct,0
ZTF17aackzos,1
ZTF18aaoytaz,1
ZTF17aacacyg,1
ZTF17aaaahkp,0
ZTF17aacrasx,1
ZTF17aaaahdo,0
ZTF18aaiuruv,1
ZTF17aacrksv,1
ZTF18aamxyco,1
ZTF18aawnbqa,1
ZTF18abaakih,1
ZTF17aaaafce,0
ZTF17aacrscm,1
ZTF18aaxtjpw,1
ZTF17aaaahxy,0
ZTF18aatkuav,1
ZTF17aaaaihr,0
ZTF18aavuxkx,1
ZTF17aaaadma,0
ZTF17aaazoyi,1
ZTF18aamqfes,1
ZTF17aaaaajd,0
ZTF18aaslhxt,1
ZTF17aaaahes,0
ZTF17aaaahrt,0
ZTF17aaaajjl,0
ZTF17aacqofd,1
ZTF17aaaabes,0
ZTF17aaaaimc,0
ZTF18aawrljh,1
ZTF18aaxlixn,1
ZTF17aabatjr,1
ZTF17aaaaiim,0
ZTF17aaaadac,0
ZTF17aacroww,1
ZTF17aacamhk,1
ZTF18aaqmkov,1
ZTF17aaaagph,0
ZTF17aaaajtc,0
ZTF18aaivluk,1
ZTF18aaysgup,1
ZTF17aaaabfk,0
ZTF17aaaafdm,0
ZTF17aabnzhr,1
ZTF17aaaaewj,0
ZTF17aaaakba,0
ZTF17aacjvrv,1
ZTF17aaaadwa,0
ZTF17aaaackw,0
ZTF17aaaafdv,0
ZTF17aaaaipr,0
ZTF17aacnmnp,1
ZTF17aacpqhj,1
ZTF17aaairbz,1
ZTF17aaaahqk,0
ZTF17aaaajym,0
ZTF17aaaajqm,0
ZTF17aaaahlo,0
ZTF17aaaadrw,0
ZTF17aacirrt,1
ZTF17aacrssl,1
ZTF17aaaahei,0
ZTF17aaaaijh,0
ZTF17aacqyga,1
ZTF17aabonrd,1
ZTF18aaxtiow,1
ZTF17aaaagtg,0
ZTF17aaclaiq,1
ZTF17aaaabas,0
ZTF18aayfthz,1
ZTF17aaaaegw,0
ZTF17aaaagxo,0
ZTF18aagwjcj,1
ZTF17aacaheq,1
ZTF17aaazgtn,1
ZTF17aaaahtw,0
ZTF17aaaajgk,0
ZTF17aaaaigg,0
ZTF17aaaairy,0
ZTF17aaaagvp,0
ZTF17aacrifk,1
ZTF17aaaacsw,0
ZTF17aacrxrx,1
ZTF18aauocnw,1
ZTF17aaaadmc,0
ZTF17aaaaicg,0
ZTF17aaaaihm,0
ZTF18aazyfbz,1
ZTF17aaaagod,0
ZTF17aacadag,1
ZTF17aaaajlo,0
ZTF17aacrpth,1
ZTF17aaaafdi,0
ZTF18aawlezq,1
ZTF17aabxcju,1
ZTF17aaaafpw,0
ZTF17aacqgac,1
ZTF18abadain,1
ZTF17aacqjiy,1
ZTF17aaaafdr,0
ZTF18aayfjtb,1
ZTF17aaaaast,0
ZTF18aazcmos,1
ZTF17aaaxivt,1
ZTF18aarnmzg,1
ZTF18aazybse,1
ZTF17aaaaaut,0
ZTF17aaaaedw,0
ZTF17aaazntf,1
ZTF17aaaafvx,0
ZTF17aaaajwq,0
ZTF17aaaaist,0
ZTF17aaaagai,0
ZTF17aaaecyt,1
ZTF17aaaafbi,0
ZTF18aaqzdge,1
ZTF17aaaaght,0
ZTF17aaaafmu,0
ZTF17aaaaatd,0
ZTF17aaaagej,0
ZTF17aabpmqf,1
ZTF18aazjdah,1
ZTF17aackxth,1
ZTF17aaaafmg,0
ZTF17aaaadqm,0
ZTF17aaaaegb,0
ZTF17aabwcyk,1
ZTF18aatbahj,1
ZTF17aacrifz,1
ZTF18aatggae,1
ZTF17aabieuw,1
ZTF17aaaaijx,0
ZTF17aaaabnz,0
ZTF17aabvowi,1
ZTF17aaaafyf,0
ZTF18aaynscm,1
ZTF18aanyhfb,1
ZTF17aaaajgo,0
ZTF18aarolod,1
ZTF17aaaajdf,0
ZTF17aabnppm,1
ZTF17aacrjgn,1
ZTF17aaaahog,0
ZTF17aaaadsl,0
ZTF17aacslue,1
ZTF17aaaahtl,0
ZTF17aaaahqu,0
ZTF17aaaajqn,0
ZTF17aaaadsg,0
ZTF18aauhzti,1
ZTF18aaydzcn,1
ZTF17aacadry,1
ZTF17aaaahlt,0
ZTF17aaaaigz,0
ZTF17aacrxwm,1
ZTF17aaaahuf,0
ZTF18aauyfjk,1
ZTF17aaaaapj,0
ZTF17aaaacgz,0
ZTF17aacqfhg,1
ZTF18abadceh,1
ZTF18aazikbi,1
ZTF17aacnycq,1
ZTF17aaaafeg,0
ZTF17aacmnac,1
ZTF17aaaajfn,0
ZTF18aaszbmj,1
ZTF17aacrknj,1
ZTF17aaaadqr,0
ZTF17aaaaayc,0
ZTF17aacqmio,1
ZTF17aaaacml,0
ZTF17aaaadse,0
ZTF17aaaabmk,0
ZTF17aaaahcw,0
ZTF17aaaabfs,0
ZTF18aazhuov,1
ZTF17aaazqrv,1
ZTF17aabyran,1
ZTF17aaaaiph,0
ZTF17aaaagyj,0
ZTF18aakebod,1
ZTF17aaaacak,0
ZTF17aaccgqf,1
ZTF18aawkebe,1
ZTF18aawqkva,1
ZTF17aacqegg,1
ZTF17aaaahzt,0
ZTF18aazekkh,1
ZTF17aaaailo,0
ZTF17aaaahpd,0
ZTF17aaaahuq,0
ZTF17aaaajpw,0
ZTF18aaqylkn,1
ZTF17aacqiln,1
ZTF17aaaaanm,0
ZTF17aacrdrg,1
ZTF18aawmerr,1
ZTF17aablduv,1
ZTF17aaaabfq,0
ZTF17aaaajml,0
ZTF17aaaahcb,0
ZTF17aacpqvj,1
ZTF17aaaahqg,0
ZTF17aaaaine,0
ZTF18aaxqrzv,1
ZTF18aavdkzj,1
ZTF17aaaagun,0
ZTF18aaavjyp,1
ZTF17aaaably,0
ZTF18aazxmmq,1
ZTF18aaxpvvx,1
ZTF17aabcljp,1
ZTF17aaaafgx,0
ZTF17aaaagpb,0
ZTF17aaaaajg,0
ZTF18aaxsxhg,1
ZTF17aaaafjf,0
ZTF17aaaabmu,0
ZTF18aamzqtg,1
ZTF18aaydcgo,1
ZTF17aacrirc,1
ZTF17aaaahxx,0
ZTF18aaspvma,1
ZTF18aakxpzs,1
ZTF18aavsygr,1
ZTF17aacrfae,1
ZTF17aacrjgq,1
ZTF17aaaaahl,0
ZTF18aawjyec,1
ZTF17aacqpkd,1
ZTF17aachskv,1
ZTF17aaaaffg,0
ZTF18aazxthg,1
ZTF17aaaahua,0
ZTF17aaaadko,0
ZTF17aaaagcw,0
ZTF17aabncoj,1
ZTF17aacqdst,1
ZTF17aaaacps,0
ZTF18aavygeg,1
ZTF17aaaafmy,0
ZTF17aaaahuz,0
ZTF17aacrmbf,1
ZTF17aabahhd,1
ZTF17aaaaaml,0
ZTF17aackkhu,1
ZTF17aaaajuh,0
ZTF17aaaafim,0
ZTF17aabhzbg,1
ZTF17aaaaicq,0
ZTF17aacsnkm,1
ZTF17aaaahtc,0
ZTF18aazyxga,1
ZTF17aaazgue,1
ZTF18aaquvvq,1
ZTF18aazddmb,1
ZTF17aaaaewg,0
ZTF17aaaajhq,0
ZTF17aaaagzn,0
ZTF17aaaaakt,0
ZTF17aacadeg,1
ZTF18ababiwl,1
ZTF18aawmegi,1
ZTF17aaaxnvw,1
ZTF17aaaabdp,0
ZTF18abaaxfj,1
ZTF18aaqwqlx,1
ZTF18aawrfcs,1
ZTF18aayhscw,1
ZTF17aaaahau,0
ZTF18aaznkfo,1
ZTF17aacnlip,1
ZTF17aaaajbp,0
ZTF17aaaajkq,0
ZTF17aaaaips,0
ZTF17aaaahuj,0
ZTF17aabldgl,1
ZTF17aaaaesf,0
ZTF17aaaaaey,0
ZTF17aabicsc,1
ZTF17aaaaidk,0
ZTF18aazbqvz,1
ZTF17aacqgct,1
ZTF17aaaakak,0
ZTF17aabxgec,1
ZTF17aabxjhx,1
ZTF17aabaotd,1
ZTF18aaxuhcq,1
ZTF17aaaaazh,0
ZTF18aayxvsn,1
ZTF17aaaajge,0
ZTF17aaaajra,0
ZTF17aabwtoq,1
ZTF17aaaajez,0
ZTF17aabeujv,1
ZTF17aacrptr,1
ZTF17aacqhzg,1
ZTF17aaaaiqx,0
ZTF17aacamgz,1
ZTF18aakycjm,1
ZTF17aabifrv,1
ZTF17aaaahto,0
ZTF17aabawrz,1
ZTF17aaaaimb,0
ZTF18aamwjan,1
ZTF17aaaahcs,0
ZTF17aaaagnf,0
ZTF18aaxcylh,1
ZTF17aaaaaig,0
ZTF17aacricv,1
ZTF17aacridu,1
ZTF18aaziaan,1
ZTF17aaccuhn,1
ZTF17aaaadvr,0
ZTF17aacrvui,1
ZTF18aawjnhy,1
ZTF17aaaagdt,0
ZTF17aaaaglz,0
ZTF18aawelui,1
ZTF17aacqimg,1
ZTF17aaaaikb,0
ZTF18abaagva,1
ZTF18aayhfzi,1
ZTF17aaaadlq,0
ZTF17aacadam,1
ZTF17aaaaaoi,0
ZTF18aaxuopa,1
ZTF17aaaaehz,0
ZTF17aackywy,1
ZTF18aamushu,1
ZTF18aaqcqvr,1
ZTF18aazmhml,1
ZTF17aacrfxo,1
ZTF17aabmyvk,1
ZTF17aaafhvn,1
ZTF18aayzwql,1
ZTF17aaaahsn,0
ZTF17aabnzex,1
ZTF18aarmgpr,1
ZTF17aaaairb,0
ZTF17aacqhzj,1
ZTF17aaaaghg,0
ZTF17aaaaafv,0
ZTF17aaaacsx,0
ZTF18abadvqv,1
ZTF18aaouopj,1
ZTF17aabeyiu,1
ZTF17aaccidy,1
ZTF17aaaajin,0
ZTF17aacbfxd,1
ZTF17aaaaiew,0
ZTF18aacornn,1
ZTF17aaaafik,0
ZTF17aaaajga,0
ZTF17aaaaiif,0
ZTF17aacrrah,1
ZTF17aaaaavx,0
ZTF17aacrkjy,1
ZTF18aazcimn,1
ZTF18aazhklh,1
ZTF18aavtxjk,1
ZTF18aazcqvk,1
ZTF17aacnmfv,1
ZTF17aaaaigq,0
ZTF18aaapvrx,1
ZTF18aaxmxsc,1
ZTF17aaaajyj,0
ZTF17aaaajhn,0
ZTF17aaaahch,0
ZTF17aaazguc,1
ZTF17aacsopc,1
ZTF18aaszpce,1
ZTF17aacsfox,1
ZTF18aayjosq,1
ZTF17aaaahtx,0
ZTF17aaaaiev,0
ZTF17aaaaiox,0
ZTF17aaaaiko,0
ZTF17aacrium,1
ZTF17aaaaisz,0
ZTF18abaebsv,1
ZTF18aayikrj,1
ZTF17aaaafxt,0
ZTF17aaaaeal,0
ZTF17aaaabal,0
ZTF18aauyyds,1
ZTF17aaaadyk,0
ZTF18aakztwr,1
ZTF17aabijkq,1
ZTF17aaaaarz,0
ZTF18aaqpekv,1
ZTF17aaaafmp,0
ZTF17aabicoj,1
ZTF17aackkxm,1
ZTF17aacrkpl,1
ZTF17aacpcum,1
ZTF17aackmix,1
ZTF17aacqqpw,1
ZTF17aaaaikd,0
ZTF18aazvmdj,1
ZTF17aacsnko,1
ZTF18aacaxml,1
ZTF17aacraqs,1
ZTF17aabggvx,1
ZTF17aaaajpg,0
ZTF17aaaxodj,1
ZTF17aacamgx,1
ZTF17aaaacnb,0
ZTF18aasrssa,1
ZTF17aaaaiae,0
ZTF17aaayyvj,1
ZTF17aabvral,1
ZTF18aaxucev,1
ZTF17aaapqjx,1
ZTF17aacrdjl,1
ZTF17aaaaaiw,0
ZTF17aaaaali,0
ZTF17aacrjke,1
ZTF18aaouezy,1
ZTF17aaaaiqf,0
ZTF17aacadab,1
ZTF18aazwmla,1
ZTF17aaaahok,0
ZTF18aawqzwc,1
ZTF17aaaabfi,0
ZTF17aabxczi,1
ZTF17aacmpvk,1
ZTF17aaaagpo,0
ZTF17aaarsle,1
ZTF17aacrirk,1
ZTF17aacqgcm,1
ZTF17aacsepk,1
ZTF17aaaagzb,0
ZTF17aaavkmv,1
ZTF17aaaaemx,0
ZTF18aaivcai,1
ZTF17aaaadml,0
ZTF18aaouuie,1
ZTF17aaayfhh,1
ZTF17aacmncs,1
ZTF18abaausi,1
ZTF17aaaadcf,0
ZTF18aaczkrd,1
ZTF17aaaqmca,1
ZTF18aaxgfvw,1
ZTF17aaaabnm,0
ZTF17aacacwh,1
ZTF17aacqmdd,1
ZTF17aaaagzw,0
ZTF18aaqogig,1
ZTF17aaaaicf,0
ZTF18aaxbkdv,1
ZTF17aaaagyi,0
ZTF17aaaadxn,0
ZTF17aacqhdy,1
ZTF17aaaajkg,0
ZTF17aaaahoz,0
ZTF18aaqceqh,1
ZTF17aacnepz,1
ZTF17aacrkim,1
ZTF17aaaaaby,0
ZTF17aacriso,1
ZTF17aacqtcq,1
ZTF17aaaafjm,0
ZTF17aaaahti,0
ZTF17aacqknk,1
ZTF18aaxokeg,1
ZTF17aaaajld,0
ZTF18aarbipk,1
ZTF17aaaaakj,0
ZTF17aaaaavb,0
ZTF17aaaagiy,0
ZTF17aaaaihu,0
ZTF18aazelkp,1
ZTF17aacrjfr,1
ZTF17aabwkbs,1
ZTF17aaaahlb,0
ZTF17aaaahvd,0
ZTF17aaaahmo,0
ZTF17aaaaiib,0
ZTF17aaaafbj,0
ZTF17aabbmix,1
ZTF18aauuajc,1
ZTF17aaaaigw,0
ZTF17aaaafiq,0
ZTF17aaaaain,0
ZTF17aaaadlb,0
ZTF17aaaabhr,0
ZTF17aaaaigr,0
ZTF17aaaaani,0
ZTF17aaaaiag,0
ZTF17aaaahim,0
ZTF17aacqibi,1
ZTF18aazbppj,1
ZTF17aacritm,1
ZTF17aaaajqp,0
ZTF17aaaahtu,0
ZTF17aaaacze,0
ZTF17aaaaigc,0
ZTF18aawxhil,1
ZTF17aaaahdp,0
ZTF17aaaaanc,0
ZTF17aaaadty,0
ZTF17aaaahxn,0
ZTF17aaaadkx,0
ZTF18aazbkij,1
ZTF18aavwdfc,1
ZTF17aacroxt,1
ZTF18abacmiu,1
ZTF17aacqhei,1
ZTF17aaaaanz,0
ZTF17aacqutv,1
ZTF17aabeoxi,1
ZTF17aacadee,1
ZTF18aanxlcr,1
ZTF18aazycuj,1
ZTF17aaaafbe,0
ZTF18aaowflj,1
ZTF17aacrknm,1
ZTF18aazikhi,1
ZTF18aaggfji,1
ZTF17aaaaajz,0
ZTF17aaaaavy,0
ZTF17aaaaaul,0
ZTF17aaaacmu,0
ZTF17aaaadff,0
ZTF17aaaaciq,0
ZTF17aaaaaxc,0
ZTF17aacriij,1
ZTF17aaaajyf,0
ZTF17aaaadxa,0
ZTF18abaebot,1
ZTF18aailslj,1
ZTF17aaaaanh,0
ZTF18aapbhra,1
ZTF18aauzauj,1
ZTF17aacrhnn,1
ZTF17aaaajuv,0
ZTF17aacrvxv,1
ZTF18aayehab,1
ZTF17aaaaewn,0
ZTF18aayiybq,1
ZTF17aacqqly,1
ZTF17aaaahbz,0
ZTF17aabownu,1
ZTF17aaaabbm,0
ZTF17aabfmjp,1
ZTF18aaxwjmp,1
ZTF18aarobdw,1
ZTF18aajhlny,1
ZTF18aaqeygf,1
ZTF17aabigjb,1
ZTF18aazarzq,1
ZTF18aarvzty,1
ZTF18aaynjon,1
ZTF17aaaaikt,0
ZTF17aaaajpf,0
ZTF18aaxqyod,1
ZTF17aabxesc,1
ZTF17aacmhnd,1
ZTF17aaaaafj,0
ZTF17aacqkss,1
ZTF17aacrdst,1
ZTF18aayhuzi,1
ZTF17aaaahgr,0
ZTF17aaaafxc,0
ZTF17aaaytlc,1
ZTF17aaaahaj,0
ZTF17aaaagqs,0
ZTF17aaaaiha,0
ZTF17aaaabov,0
ZTF17aabepbf,1
ZTF18abaawck,1
ZTF17aaaacfq,0
ZTF17aacqjjm,1
ZTF17aaaakad,0
ZTF17aaaafff,0
ZTF18aaitjpp,1
ZTF17aaaajgp,0
ZTF17aaaaaxr,0
ZTF17aaaajiv,0
ZTF18aadrftk,1
ZTF18aagzazs,1
ZTF18aaxtrin,1
ZTF18aarrauy,1
ZTF17aaaajsg,0
ZTF18aaxtcbj,1
ZTF17aacqlzm,1
ZTF17aacrjir,1
ZTF17aaaafch,0
ZTF17aaaafvz,0
ZTF17aaaahml,0
ZTF17aacnuqh,1
ZTF17aabxddk,1
ZTF18aaizerg,1
ZTF17aacksis,1
ZTF17aacrknw,1
ZTF17aaaagnv,0
ZTF18aayjixw,1
ZTF18aaiztvx,1
ZTF17aaaaahr,0
ZTF17aabjbks,1
ZTF17aaaeirt,1
ZTF17aaaaffj,0
ZTF17aaaafir,0
ZTF17aaaahmg,0
ZTF18abaadfo,1
ZTF17aaaafhx,0
ZTF17aaaafig,0
ZTF17aaaafib,0
ZTF17aacqplb,1
ZTF18aatahkx,1
ZTF17aacrhnp,1
ZTF17aaaaiiq,0
ZTF18aayksuo,1
ZTF17aaaahhr,0
ZTF17aacrafj,1
ZTF17aaaajjt,0
ZTF17aaazbss,1
ZTF17aaaafia,0
ZTF17aacqjir,1
ZTF17aabemqi,1
ZTF18abadvnr,1
ZTF17aaaahkk,0
ZTF17aaaaait,0
ZTF17aaaaile,0
ZTF17aaaabmy,0
ZTF17aaaahay,0
ZTF18aaqrdyz,1
ZTF17aaaahfq,0
ZTF17aaaafne,0
ZTF17aacrfwv,1
ZTF17aaaaenp,0
ZTF17aaaacqj,0
ZTF17aabcomn,1
ZTF17aabcspm,1
ZTF18aazatll,1
ZTF17aaaahqs,0
ZTF17aaaacnc,0
ZTF17aaaafke,0
ZTF17aabafyr,1
ZTF18abadpqj,1
ZTF17aaaadsk,0
ZTF17aacrire,1
ZTF17aaaagvn,0
ZTF18abacxbc,1
ZTF17aaaahfp,0
ZTF17aaaaisi,0
ZTF18aasvydn,1
ZTF17aaaafef,0
ZTF17aaaqldq,1
ZTF18aaylkue,1
ZTF17aabxbnj,1
ZTF18aaszvnc,1
ZTF17aaaqwof,1
ZTF18aaxasdd,1
ZTF17aacqfhh,1
ZTF17aaaaitr,0
ZTF17aaaaeqb,0
ZTF17aacrirg,1
ZTF17aaaajar,0
ZTF17aaaahkx,0
ZTF17aaaaabs,0
ZTF17aacrvvr,1
ZTF17aaaahij,0
ZTF17aacnllh,1
ZTF17aaaahuw,0
ZTF17aaaajnk,0
ZTF17aaaaane,0
ZTF18aamgxqj,1
ZTF17aabamxv,1
ZTF17aaaaiuy,0
ZTF18abacutf,1
ZTF17aacrvvf,1
ZTF17aabvmck,1
ZTF17aaaaarv,0
ZTF17aaaadgl,0
ZTF17aaaaasb,0
ZTF17aaaahub,0
ZTF17aaaaayy,0
ZTF17aacrjgl,1
ZTF18aazsqqw,1
ZTF17aaazycv,1
ZTF18aapifti,1
ZTF17aacrhms,1
ZTF17aacrkhq,1
ZTF17aaaaici,0
ZTF17aaaptbj,1
ZTF17aaaaabq,0
ZTF18aamykhr,1
ZTF17aacqijv,1
ZTF17aacpstm,1
ZTF18aawdrem,1
ZTF18abaebki,1
ZTF17aaaaflj,0
ZTF17aacqtgt,1
ZTF17aaatuvg,1
ZTF17aacsdgs,1
ZTF18aasvujt,1
ZTF17aaaajtm,0
ZTF18aazhwls,1
ZTF18aaouidp,1
ZTF18aaqcugm,1
ZTF17aacrknd,1
ZTF18aarwskk,1
ZTF17aaaaerc,0
ZTF17aaaahhj,0
ZTF17aacrhsr,1
ZTF17aaaaafu,0
ZTF17aaaaidi,0
ZTF17aaaafkd,0
ZTF17aackmey,1
ZTF17aaaaigy,0
ZTF17aabijfo,1
ZTF17aacqhvo,1
ZTF17aaaytcx,1
ZTF18aaxlyst,1
ZTF17aacrreg,1
ZTF17aaaaalr,0
ZTF18aamuvch,1
ZTF17aaaajxa,0
ZTF17aaapqrp,1
ZTF18aatezfu,1
ZTF17aaaahlk,0
ZTF17aaaaaho,0
ZTF17aacjyqv,1
ZTF18aayqwes,1
ZTF17aaccxau,1
ZTF17aaaajkk,0
ZTF18aawrujs,1
ZTF17aacrqqe,1
ZTF17aaaagyy,0
ZTF17aacqhdo,1
ZTF17aacajxt,1
ZTF17aacrkmm,1
ZTF17aaaaatr,0
ZTF17aaaaalm,0
ZTF18aasqvhz,1
ZTF17aaccgtp,1
ZTF17aaaahft,0
ZTF17aacrdqx,1
ZTF17aacrkpk,1
ZTF17aaaahex,0
ZTF17aaaaibt,0
ZTF17aaaajjy,0
ZTF17aaaagiu,0
ZTF17aaaahfl,0
ZTF17aaaajjo,0
ZTF17aaaafmk,0
ZTF17aaaahmj,0
ZTF17aaaafjk,0
ZTF17aaaagpl,0
ZTF18aasyldf,1
ZTF17aaaainp,0
ZTF17aacrjut,1
ZTF17aaaxljc,1
ZTF17aacqhdj,1
ZTF17aaaaazi,0
ZTF18aazzxug,1
ZTF17aaaafkq,0
ZTF17aabaosi,1
ZTF17aaaagoj,0
ZTF17aacqikk,1
ZTF18aaikyip,1
ZTF17aaaaicx,0
ZTF17aaaacgp,0
ZTF17aaafakz,1
ZTF17aaaabdr,0
ZTF17aaaadni,0
ZTF17aaaafxw,0
ZTF17aaaadwv,0
ZTF17aaaahzu,0
ZTF17aaaaenu,0
ZTF17aaaakas,0
ZTF17aaaafzc,0
ZTF17aabulai,1
ZTF17aaaaioq,0
ZTF17aaaazwi,1
ZTF17aabisjn,1
ZTF17aaaaiiy,0
ZTF17aaaahmr,0
ZTF17aaawzuh,1
ZTF17aaaahss,0
ZTF17aaaairv,0
ZTF17aaaagoc,0
ZTF17aacqhzy,1
ZTF17aacrhmk,1
ZTF18aasfpxf,1
ZTF17aaaajwu,0
ZTF18aazdylm,1
ZTF17aaaadgd,0
ZTF17aacraqp,1
ZTF18aaxuorg,1
ZTF17aacirrk,1
ZTF17aaaaafs,0
ZTF17aabievh,1
ZTF17aaaahiw,0
ZTF18aaxunpl,1
ZTF17aabioxg,1
ZTF17aaaaiqv,0
ZTF17aaceoho,1
ZTF17aaaaiaj,0
ZTF18aarvxrs,1
ZTF17aaaabbo,0
ZTF17aaaaiel,0
ZTF17aaaaiwl,0
ZTF17aaaafjq,0
ZTF17aacrjhd,1
ZTF17aaccnbh,1
ZTF17aaaaatb,0
ZTF17aacrvus,1
ZTF17aacrkht,1
ZTF18aayegrx,1
ZTF17aaaagah,0
ZTF17aaaadsh,0
ZTF18aavvaqd,1
ZTF18aazxnwr,1
ZTF18abacvpc,1
ZTF17aaaagpg,0
ZTF17aaaahtk,0
ZTF18aacemcn,1
ZTF17aacrknn,1
ZTF18aaxiuyp,1
ZTF18aawruja,1
ZTF17aaaahdq,0
ZTF17aaaaiid,0
ZTF17aaaaerp,0
ZTF18aaxqfrr,1
ZTF17aaazvdi,1
ZTF17aaaahsl,0
ZTF17aacrmbl,1
ZTF17aaaafjg,0
ZTF18aayeocd,1
ZTF18aaxqorn,1
ZTF17aabulaj,1
ZTF18aahqbgb,1
ZTF17aaaajmw,0
ZTF17aaaadix,0
ZTF17aacrvov,1
ZTF17aaaaamk,0
ZTF17aabbneb,1
ZTF17aaaabel,0
ZTF17aacrbvl,1
ZTF18aaxnhpc,1
ZTF17aaaajjh,0
ZTF17aacsjkh,1
ZTF17aacriel,1
ZTF17aacqegl,1
ZTF17aacadsf,1
ZTF17aaaajiu,0
ZTF17aaaaigm,0
ZTF17aaaafjd,0
ZTF18aazidgj,1
ZTF17aaaaezp,0
ZTF17aaaahie,0
ZTF17aaaaimv,0
ZTF17aaaahpg,0
ZTF18aarkcxh,1
ZTF18abaappp,1
ZTF17aaaahhc,0
ZTF17aabeukb,1
ZTF17aaaajfk,0
ZTF18aaweuwp,1
ZTF17aacqgce,1
ZTF18aagyxds,1
ZTF17aaazhob,1
ZTF17aaaagme,0
ZTF17aaaaijo,0
ZTF17aaaaaue,0
ZTF17aaaajxu,0
ZTF17aackxdj,1
ZTF18aajdpdf,1
ZTF18aakyddg,1
ZTF17aaaaber,0
ZTF17aaaaimg,0
ZTF17aaaahsk,0
ZTF17aaaaacm,0
ZTF17aackqvm,1
ZTF17aacqpjg,1
ZTF17aaaaheh,0
ZTF17aacrkoj,1
ZTF18aawitry,1
ZTF17aaaaamg,0
ZTF18aaaelxu,1
ZTF18aawsfbk,1
ZTF17aaaajzo,0
ZTF17aaaaeug,0
ZTF17aaaagzv,0
ZTF18aakycbv,1
ZTF17aabndoh,1
ZTF18aaszvfn,1
ZTF18aaqzcvy,1
ZTF17aaaadit,0
ZTF17aaazuvg,1
ZTF18aarfpdd,1
ZTF17aaaadxh,0
ZTF17aaaairz,0
ZTF18aazgeqs,1
ZTF18aauadic,1
ZTF18aaxndfy,1
ZTF17aaaagqm,0
ZTF18aayxsvx,1
ZTF17aaaagqr,0
ZTF17aaaabzp,0
ZTF17aacqcys,1
ZTF17aabafyx,1
ZTF18abadmjt,1
ZTF17aaaabah,0
ZTF17aacqfhv,1
ZTF17aaaajnn,0
ZTF17aaaaiol,0
ZTF17aacnliv,1
ZTF17aaaprwd,1
ZTF17aaaacgb,0
ZTF17aaaaitd,0
ZTF18aawtklf,1
ZTF17aaaaisb,0
ZTF17aaaahkl,0
ZTF17aaaaavr,0
ZTF17aaaajvu,0
ZTF17aaaagwz,0
ZTF17aaaaasp,0
ZTF17aaaajdq,0
ZTF18aaowtgn,1
ZTF17aaaaikn,0
ZTF17aaaajyg,0
ZTF17aaaafbr,0
ZTF17aaaafud,0
ZTF17aaaaica,0
ZTF17aaaagnh,0
ZTF17aaaafdn,0
ZTF17aaakefk,1
ZTF17aaaajbi,0
ZTF17aaaahcx,0
ZTF17aaaaapl,0
ZTF17aabnzgm,1
ZTF17aaaahlz,0
ZTF17aaaabaj,0
ZTF17aacnmgl,1
ZTF17aaaahdg,0
ZTF17aaaacno,0
ZTF17aaaaike,0
ZTF18aagterf,1
ZTF17aacqikf,1
ZTF17aaaaaik,0
ZTF17aaaagqi,0
ZTF17aaaagtk,0
ZTF18aaxussn,1
ZTF18abaduze,1
ZTF17aaaacgg,0
ZTF17aaaadmh,0
ZTF17aaaaatt,0
ZTF17aaaailt,0
ZTF17aaaahxs,0
ZTF17aaaafak,0
